title,description,source,course_id,department,department_codes,topics,url,level,old_domain_single,unified_domain
Architecture and Communication in Organizations,"While no businesses succeed based on their architecture or space design, many fail as a result of inattention to the power of spatial relationships. This course demonstrates through live case studies with managers and architects the value of strategic space planning and decision making in relation to business needs. The course presents conceptual frameworks for thinking about architecture, communication and organizations. This course is offered during the Sloan Innovation Period (SIP), which is a one-week period at the MIT Sloan School of Management that occurs midway through each semester.",mit_ocw,44003451c52d951bc02500565ee833a2+15.990,Sloan School Of Management,"[""15""]","[""Social Science"", ""Management"", ""Communication"", ""Architecture"", ""Environmental Design"", ""Fine Arts"", ""Business"", ""Organizational Behavior""]",http://ocw.mit.edu/courses/sloan-school-of-management/15-990-architecture-and-communication-in-organizations-fall-2003,Graduate,business,
Urban Design Policy and Action,"In this course we examine the relationship between public policy and urban design through readings, discussions, presentations, and papers. We also analyze the ways in which policies shape cities, and investigate how governments implement urban design. Students gain a critical understanding of both the complex system of governance within which urban design occurs and the effective tools available for creative intervention.",mit_ocw,57a03f54b050183846aeaed12241c1a1+11.337J,Urban Studies And Planning,"[""11"", ""4""]","[""Public Administration"", ""Architecture"", ""Fine Arts"", ""Public Policy"", ""Urban Studies"", ""Social Science"", ""Environmental Design"", ""Urban Planning""]",http://ocw.mit.edu/courses/urban-studies-and-planning/11-337j-urban-design-policy-and-action-spring-2009,Graduate,design,
Gender and the Law in U.S. History,"This subject explores the legal history of the United States as a gendered system. It examines how women have shaped the meanings of American citizenship through pursuit of political rights such as suffrage, jury duty, and military service, how those political struggles have varied for across race, religion, and class, as well as how the legal system has shaped gender relations for both women and men through regulation of such issues as marriage, divorce, work, reproduction, and the family. The course readings will draw from primary and secondary materials in American history, as well as some court cases. However, the focus of the class is on the broader relationship between law and society, and no technical legal knowledge is required or assumed.",mit_ocw,3b412c2e9547c9cf20dbe3d22e6e7839+21H.225J,History,"[""21H"", ""WGS""]","[""Legal Studies"", ""History"", ""Humanities"", ""Gender Studies"", ""Social Science"", ""Society"", ""Political Philosophy"", ""Philosophy"", ""American History""]",http://ocw.mit.edu/courses/history/21h-225j-gender-and-the-law-in-u-s-history-spring-2004,Undergraduate,,
The Development of Object and Face Recognition,"This course takes a 'back to the beginning' view that aims to better understand the end result. What might be the developmental processes that lead to the organization of 'booming, buzzing confusions' into coherent visual objects? This course examines key experimental results and computational proposals pertinent to the discovery of objects in complex visual inputs. The structure of the course is designed to get students to learn and to focus on the genre of study as a whole; to get a feel for how science is done in this field.",mit_ocw,76f0cc16ae32023ca1f5833658447732+9.675,Brain And Cognitive Sciences,"[""9""]","[""Systems Engineering"", ""Science"", ""Engineering"", ""Cognitive Science"", ""Computational Modeling and Simulation""]",http://ocw.mit.edu/courses/brain-and-cognitive-sciences/9-675-the-development-of-object-and-face-recognition-spring-2006,Graduate,computer_science,
Particle Physics of the Early Universe,"This course covers the basics of general relativity, standard big bang cosmology, thermodynamics of the early universe, cosmic background radiation, primordial nucleosynthesis, basics of the standard model of particle physics, electroweak and QCD phase transition, basics of group theory, grand unified theories, baryon asymmetry, monopoles, cosmic strings, domain walls, axions, inflationary universe, and structure formation.",mit_ocw,2a9dcfefc874466b9e5eefd311348388+8.952,Physics,"[""8""]","[""Particle Physics"", ""Science"", ""Theoretical Physics"", ""High Energy Physics"", ""Physics"", ""Relativity""]",http://ocw.mit.edu/courses/physics/8-952-particle-physics-of-the-early-universe-fall-2004,Graduate,,
Globalization,"This seminar explores changes in the international economy and their effects on domestic politics, economy, and society. Is globalization really a new phenomenon? Is it irreversible? What are effects on wages and inequality, on social safety nets, on production, and innovation? How does it affect relations between developed countries and developing countries? How globalization affects democracy? These are some of the key issues that will be examined.",mit_ocw,56db03c05d4ea2be586234665e1d0fab+17.196,Political Science,"[""17""]","[""Business"", ""Economics"", ""International Economics"", ""Political Economy"", ""Sociology"", ""Social Science"", ""Social Justice"", ""Globalization""]",http://ocw.mit.edu/courses/political-science/17-196-globalization-fall-2005,"Graduate, Undergraduate",business,
Plates and Shells,"This course explores the following topics: derivation of elastic and plastic stress-strain relations for plate and shell elements; the bending and buckling of rectangular plates; nonlinear geometric effects; post-buckling and ultimate strength of cold formed sections and typical stiffened panels used in naval architecture; the general theory of elastic shells and axisymmetric shells; buckling, crushing and bending strength of cylindrical shells with application to offshore structures; and the application to crashworthiness of vehicles and explosive and impact loading of structures. The class is taught during the first half of term.",mit_ocw,cb630aad28f81a6a3cb396399a1554da+2.081J,Mechanical Engineering,"[""2"", ""16""]","[""Ocean Structures"", ""Mechanical Engineering"", ""Aerospace Engineering"", ""Engineering"", ""Ocean Engineering"", ""Structural Mechanics"", ""Fluid Mechanics"", ""Solid Mechanics""]",http://ocw.mit.edu/courses/mechanical-engineering/2-081j-plates-and-shells-spring-2007,Graduate,,
Practical Programming in C,"This course provides a thorough introduction to the C programming language, the workhorse of the UNIX operating system and lingua franca of embedded processors and micro-controllers. The first two weeks will cover basic syntax and grammar, and expose students to practical programming techniques. The remaining lectures will focus on more advanced concepts, such as dynamic memory allocation, concurrency and synchronization, UNIX signals and process control, library development and usage. Daily programming assignments and weekly laboratory exercises are required. Knowledge of C is highly marketable for summer internships, UROPs, and full-time positions in software and embedded systems development.",mit_ocw,f40c1db7cbfd7a41ee5d56d6f35e7a1f+6.087,Electrical Engineering And Computer Science,"[""6""]","[""Engineering"", ""Software Design and Engineering"", ""Programming Languages"", ""Computer Science""]",http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-087-practical-programming-in-c-january-iap-2010,Undergraduate,computer_science,computer_science
Finance Theory I,"This course introduces the core theory of modern financial economics and financial management, with a focus on capital markets and investments. Topics include functions of capital markets and financial intermediaries, asset valuation, fixed-income securities, common stocks, capital budgeting, diversification and portfolio selection, equilibrium pricing of risky assets, the theory of efficient markets, and an introduction to derivatives and options.",mit_ocw,25c9e1b8234d4f1b06af2470affaae74+15.401,Sloan School Of Management,"[""15""]","[""Business"", ""Economics"", ""Finance"", ""Social Science"", ""Financial Economics""]",http://ocw.mit.edu/courses/sloan-school-of-management/15-401-finance-theory-i-fall-2008,Graduate,business,business
Introduction to Robotics,"This course provides an overview of robot mechanisms, dynamics, and intelligent controls. Topics include planar and spatial kinematics, and motion planning; mechanism design for manipulators and mobile robots, multi-rigid-body dynamics, 3D graphic simulation; control design, actuators, and sensors; wireless networking, task modeling, human-machine interface, and embedded software. Weekly laboratories provide experience with servo drives, real-time control, and embedded software. Students will design and fabricate working robotic systems in a group-based term project.",mit_ocw,bd2e3b793e83d4bf234679b6919ae73d+2.12,Mechanical Engineering,"[""2""]","[""Electrical Engineering"", ""Physics"", ""Mechanical Design"", ""Robotics and Control Systems"", ""Dynamics and Control"", ""Science"", ""Mechanical Engineering"", ""Classical Mechanics"", ""Engineering""]",http://ocw.mit.edu/courses/mechanical-engineering/2-12-introduction-to-robotics-fall-2005,Undergraduate,design,computer_science
Finite Element Procedures for Solids and Structures,"Finite element analysis is now widely used for solving complex static and dynamic problems encountered in engineering and the sciences. In these two video courses, {{% resource_link ""b3b04b67-272b-4cc1-941f-24dcb363c343"" ""Professor K. J. Bathe"" %}}, a researcher of world renown in the field of finite element analysis, teaches the basic principles used for effective finite element analysis, describes the general assumptions, and discusses the implementation of finite element procedures for linear and nonlinear analyses. These videos were produced in 1982 and 1986 by the MIT Center for Advanced Engineering Study.",mit_ocw,13918eabb97f561ae60d8055779c0914+RES.2-002,Mechanical Engineering,"[""2""]","[""Mechanical Engineering"", ""Systems Engineering"", ""Engineering"", ""Numerical Simulation"", ""Computational Modeling and Simulation"", ""Solid Mechanics""]",http://ocw.mit.edu/resources/res-2-002-finite-element-procedures-for-solids-and-structures-spring-2010,Graduate,computer_science,
Leadership Development,"Students work in a seminar environment to enhance their leadership capabilities. An initial Leadership Laboratory Outward Bound experience builds trust, teamwork and communications. Readings and assignments emphasize the characteristics of effective leadership. Distinguished leaders participate in the ""Leadership Lunch"" story-telling series to share their experiences and to provide recommendations. Discussions help explore and further probe leadership development. The learning experience culminates in a personal leadership plan.",mit_ocw,bcb54d38e45a3dea79504972b337a4df+IDS.910,Institute For Data Systems And Society,"[""IDS""]","[""Business"", ""Leadership""]",http://ocw.mit.edu/courses/institute-for-data-systems-and-society/ids-910-leadership-development-fall-2014,Graduate,business,business
Thermodynamics and Kinetics of Materials,"This course explores materials and materials processes from the perspective of thermodynamics and kinetics. The thermodynamics aspect includes laws of thermodynamics, solution theory and equilibrium diagrams. The kinetics aspect includes diffusion, phase transformations, and the development of microstructure.",mit_ocw,cf9250f842fe6dc89189ad76c296a18f+3.205,Materials Science And Engineering,"[""3""]","[""Engineering"", ""Materials Science and Engineering"", ""Thermodynamics"", ""Physics"", ""Physical Chemistry"", ""Chemistry"", ""Science""]",http://ocw.mit.edu/courses/materials-science-and-engineering/3-205-thermodynamics-and-kinetics-of-materials-fall-2006,Graduate,,
Classics of Chinese Literature,"This course is an introduction to three of the major genres of traditional Chinese literature—poetry, fiction and drama, with a focus on vernacular fiction. We will read translations of a number of the ""masterworks"" of Chinese literature. We will also examine the intertextuality between these genres — how poetry blends into narrative, how fiction becomes drama, and drama inspires fiction. Through reading these selected works of traditional Chinese literature, we will examine some of the major features of traditional Chinese society: religious and philosophical beliefs, the imperial system and dynastic change, gender relations, notions of class and ethnicity, family, romance and sexuality. All works are read in translation; no language background is necessary.",mit_ocw,8092bf8a0f4a113b5052fd0a6865d923+21G.044,Global Studies And Languages,"[""21G""]","[""Literature"", ""International Literature"", ""Humanities"", ""Poetry"", ""Classics""]",http://ocw.mit.edu/courses/global-languages/21g-044-classics-of-chinese-literature-fall-2011,Undergraduate,,
Natural Language and the Computer Representation of Knowledge,"6.863 is a laboratory-oriented course on the theory and practice of building computer systems for human language processing, with an emphasis on the linguistic, cognitive, and engineering foundations for understanding their design.",mit_ocw,8fb42e7e3fcc96f97717cd10337a89a8+6.863J,Electrical Engineering And Computer Science,"[""6"", ""9""]","[""Humanities"", ""Artificial Intelligence"", ""Engineering"", ""Cognitive Science"", ""Science"", ""Computer Science"", ""Linguistics"", ""Theory of Computation""]",http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-863j-natural-language-and-the-computer-representation-of-knowledge-spring-2003,Graduate,computer_science,
Special Seminar in Communications: Leadership and Personal Effectiveness Coaching,This course builds on the work done concurrently in _15.280 Communication for Managers_ and _15.311 Organizational Processes_ in the first semester of the MBA program. 15.280 is offered for 6 units and 15.277 provides an additional 3 units for a total of 9 units in Managerial Communication. 15.277 acts as a lab component to 15.280 and provides students additional opportunities to hone their communication skills through a variety of in-class exercises. Emphasis is on both individual and team communication.,mit_ocw,237accd37a5c59c0f594c43af5d16afb+15.277,Sloan School Of Management,"[""15""]","[""Management"", ""Business"", ""Social Science"", ""Communication"", ""Leadership""]",http://ocw.mit.edu/courses/sloan-school-of-management/15-277-special-seminar-in-communications-leadership-and-personal-effectiveness-coaching-fall-2008,Graduate,business,business
Modeling Dynamics and Control I,"This course is the first of a two term sequence in modeling, analysis and control of dynamic systems. The various topics covered are as follows: mechanical translation, uniaxial rotation, electrical circuits and their coupling via levers, gears and electro-mechanical devices, analytical and computational solution of linear differential equations, state-determined systems, Laplace transforms, transfer functions, frequency response, Bode plots, vibrations, modal analysis, open- and closed-loop control, instability, time-domain controller design, and introduction to frequency-domain control design techniques. Case studies of engineering applications are also covered.",mit_ocw,28f999437eb12ed60ce56e9c5aeb66b9+2.003,Mechanical Engineering,"[""2""]","[""Mechanical Engineering"", ""Systems Engineering"", ""Applied Mathematics"", ""Engineering"", ""Mathematics"", ""Dynamics and Control"", ""Computational Modeling and Simulation""]",http://ocw.mit.edu/courses/mechanical-engineering/2-003-modeling-dynamics-and-control-i-spring-2005,Undergraduate,computer_science,
Daylighting,"This course explores natural and electric lighting that integrates occupant comfort, energy efficiency and daylight availability in an architectural context. Students are asked to evaluate daylighting in real space and simulations, and also high dynamic range photography and physical model building.",mit_ocw,5bf6e8f0dbc312b662d6ab1e01ac3343+4.430,Architecture,"[""4""]","[""Architecture"", ""Energy"", ""Fine Arts"", ""Buildings"", ""Architectural Design"", ""Architectural Engineering""]",http://ocw.mit.edu/courses/architecture/4-430-daylighting-spring-2012,Graduate,design,
Human Reproductive Biology,"This course is designed to give the student a clear understanding of the pathophysiology of the menstrual cycle, fertilization, implantation, ovum growth development, differentiation and associated abnormalities. Disorders of fetal development including the principles of teratology and the mechanism of normal and abnormal parturition will be covered as well as the pathophysiology of the breast and disorders of lactation. Fetal asphyxia and its consequences will be reviewed with emphasis on the technology currently available for its detection. In addition the conclusion of the reproductive cycle, menopause, and the use of hormonal replacement will be covered.",mit_ocw,96f5786256804b37ea04453af87605d9+HST.071,Health Sciences And Technology,"[""HST""]","[""Biology"", ""Developmental Biology"", ""Science""]",http://ocw.mit.edu/courses/health-sciences-and-technology/hst-071-human-reproductive-biology-fall-2005,Graduate,,
"The Production of Space: Art, Architecture and Urbanism in Dialogue","This seminar engages in the notion of space from various points of departure. The goal is first of all to engage in the term and secondly to examine possibilities of art, architecture within urban settings in order to produce what is your interpretation of space.",mit_ocw,f8378c7b4021a401d459e05ad5243604+4.303,Architecture,"[""4""]","[""Fine Arts"", ""Urban Studies"", ""Architecture"", ""Visual Arts"", ""Environmental Design"", ""Social Science""]",http://ocw.mit.edu/courses/architecture/4-303-the-production-of-space-art-architecture-and-urbanism-in-dialogue-fall-2006,Graduate,design,
Direct Solar/Thermal to Electrical Energy Conversion Technologies,"This course introduces principles and technologies for converting heat into electricity via solid-state devices. The first part of the course discusses thermoelectric energy conversion and thermoelectric materials, thermionic energy conversion, and photovoltaics. The second part of the course discusses solar thermal technologies. Various solar heat collection systems will be reviewed, followed by an introduction to the principles of solar thermophotovoltaics and solar thermoelectrics. Spectral control techniques, which are critical for solar thermal systems, will be discussed.",mit_ocw,5f5e9264595cb6d9a8e1b8d3c8f62f89+2.997,Mechanical Engineering,"[""2""]","[""Chemical Engineering"", ""Electromagnetism"", ""Physics"", ""Electrical Engineering"", ""Materials Science and Engineering"", ""Atomic, Molecular, Optical Physics"", ""Electronic Materials"", ""Transport Processes"", ""Science"", ""Electric Power"", ""Engineering""]",http://ocw.mit.edu/courses/mechanical-engineering/2-997-direct-solar-thermal-to-electrical-energy-conversion-technologies-fall-2009,Graduate,,
Macroeconomic Theory III,"This course covers issues in the theory of consumption, investment and asset prices. We lay out the basic models first, and then examine the empirical facts that motivate extensions to these models.",mit_ocw,3d9590fec433429a366fb02e216a509a+14.453,Economics,"[""14""]","[""Social Science"", ""Economics"", ""Macroeconomics""]",http://ocw.mit.edu/courses/economics/14-453-macroeconomic-theory-iii-fall-2006,Graduate,business,
Introduction to Anthropology,"Through the comparative study of different cultures, anthropology explores fundamental questions about what it means to be human. It seeks to understand how culture both shapes societies, from the smallest island in the South Pacific to the largest Asian metropolis, and affects the way institutions work, from scientific laboratories to Christian mega-churches. This course will provide a framework for analyzing diverse facets of human experience such as gender, ethnicity, language, politics, economics, and art.",mit_ocw,caa5c4c28fbbed925a075237d422614e+21A.00,Anthropology,"[""21A""]","[""Anthropology"", ""Social Anthropology"", ""Social Science"", ""Cultural Anthropology""]",http://ocw.mit.edu/courses/anthropology/21a-00-introduction-to-anthropology-spring-2013,Undergraduate,,
Calculus of Several Variables,"This is a variation on {{% resource_link ""b84a999c-a59b-48cb-9d03-5706ee360d81"" ""*18.02 Multivariable Calculus*"" %}}. It covers the same topics as in 18.02, but with more focus on mathematical concepts. Acknowledgement Prof. McKernan would like to acknowledge the contributions of Lars Hesselholt to the development of this course.",mit_ocw,0f3aca22f0ec805a61b01494d79e0c1e+18.022,Mathematics,"[""18""]","[""Mathematics"", ""Differential Equations"", ""Calculus"", ""Linear Algebra""]",http://ocw.mit.edu/courses/mathematics/18-022-calculus-of-several-variables-fall-2010,Undergraduate,,
Electromagnetism II,"This course is the second in a series on Electromagnetism beginning with Electromagnetism I ([8.02](/courses/8-02-physics-ii-electricity-and-magnetism-spring-2019/) or {{% resource_link ""7c495a51-0428-4c98-81e4-112c3fb885ce"" ""8.022"" %}}). It is a survey of basic electromagnetic phenomena: electrostatics; magnetostatics; electromagnetic properties of matter; time-dependent electromagnetic fields; Maxwell's equations; electromagnetic waves; emission, absorption, and scattering of radiation; and relativistic electrodynamics and mechanics.",mit_ocw,a13cb180def71b6751c67ce1c2c1e48e+8.07,Physics,"[""8""]","[""Science"", ""Electromagnetism"", ""Physics""]",http://ocw.mit.edu/courses/physics/8-07-electromagnetism-ii-fall-2012,Undergraduate,,
Biochemistry Laboratory,"The course, which spans two thirds of a semester, provides students with a research-inspired laboratory experience that introduces standard biochemical techniques in the context of investigating a current and exciting research topic, acquired resistance to the cancer drug Gleevec. Techniques include protein expression, purification, and gel analysis, PCR, site-directed mutagenesis, kinase activity assays, and protein structure viewing. This class is part of the new laboratory curriculum in the MIT Department of Chemistry. Undergraduate Research-Inspired Experimental Chemistry Alternatives ({{% resource_link ""675c093f-99c1-43f7-a774-61a3efd5de22"" ""URIECA"" %}}) introduces students to cutting edge research topics in a modular format. ##### Acknowledgments Development of this course was funded through an HHMI Professors grant to Professor Catherine L. Drennan.",mit_ocw,6b37f3cc1d1a0b5ece034b3306be57bc+5.36,Chemistry,"[""5""]","[""Biology"", ""Biochemistry"", ""Science""]",http://ocw.mit.edu/courses/chemistry/5-36-biochemistry-laboratory-spring-2009,Undergraduate,,
Biomedical Devices Design Laboratory,"This course provides intensive coverage of the theory and practice of electromechanical instrument design with application to biomedical devices. Students will work with MGH doctors to develop new medical products from concept to prototype development and testing. Lectures will present techniques for designing electronic circuits as part of complete sensor systems. Topics covered include: basic electronics circuits, principles of accuracy, op amp circuits, analog signal conditioning, power supplies, microprocessors, wireless communications, sensors, and sensor interface circuits. Labs will cover practical printed circuit board (PCB) design including component selection, PCB layout, assembly, and planning and budgeting for large projects. Problem sets and labs in the first six weeks are in support of the project. Major team-based design, build, and test project in the last six weeks. Student teams will be composed of both electrical engineering and mechanical engineering students.",mit_ocw,4475ffaf330a583422057f141ff9075a+2.996,Mechanical Engineering,"[""2"", ""6""]","[""Biomedical Instrumentation"", ""Electrical Engineering"", ""Mechanical Engineering"", ""Health and Medicine"", ""Engineering"", ""Electronics"", ""Mechanical Design""]",http://ocw.mit.edu/courses/mechanical-engineering/2-996-biomedical-devices-design-laboratory-fall-2007,Graduate,design,business
Rocket Propulsion,"This class focuses on chemical rocket propulsion systems for launch, orbital, and interplanetary flight. It studies the modeling of solid, liquid-bipropellant, and hybrid rocket engines. Thermochemistry, prediction of specific impulse, and nozzle flows including real gas and kinetic effects will also be covered. Other topics to be covered include structural constraints, propellant feed systems, turbopumps, and combustion processes in solid, liquid, and hybrid rockets.",mit_ocw,ec98e32dee249ee764d41021a0c1c497+16.512,Aeronautics And Astronautics,"[""16""]","[""Aerospace Engineering"", ""Science"", ""Thermodynamics"", ""Propulsion Systems"", ""Engineering"", ""Physics""]",http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-512-rocket-propulsion-fall-2005,Graduate,cloud_devops,
Biomedical Information Technology,"This course teaches the design of contemporary information systems for biological and medical data. Examples are chosen from biology and medicine to illustrate complete life cycle information systems, beginning with data acquisition, following to data storage and finally to retrieval and analysis. Design of appropriate databases, client-server strategies, data interchange protocols, and computational modeling architectures. Students are expected to have some familiarity with scientific application software and a basic understanding of at least one contemporary programming language (e.g. C, C++, Java, Lisp, Perl, Python). A major term project is required of all students. This subject is open to motivated seniors having a strong interest in biomedical engineering and information system design with the ability to carry out a significant independent project. This course was offered as part of the {{% resource_link ""394342a2-b1de-4c8f-9889-6f173f2f5b25"" ""Singapore-MIT Alliance"" %}} (SMA) program as course number SMA 5304.",mit_ocw,0a82553e412ba5629d4aa16ca361e658+20.453J,Biological Engineering,"[""20"", ""2"", ""HST""]","[""Biological Engineering"", ""Computational Biology"", ""Biomedical Instrumentation"", ""Information Technology"", ""Health and Medicine"", ""Business"", ""Computer Science"", ""Data Mining"", ""Biomedicine"", ""Medical Imaging"", ""Engineering""]",http://ocw.mit.edu/courses/biological-engineering/20-453j-biomedical-information-technology-fall-2008,Graduate,computer_science,computer_science
Social Study of Science and Technology,"This course surveys canonical and recent theories and methods in science studies. We will organize our discussions around the concept of ""reproduction,"" referring variously to: 1. Scientific reproduction (how results are replicated in lab, field, disciplinary contexts) 2. Social reproduction (how social knowledge and relations are regenerated over time) 3. Biological reproduction (how organic substance is managed in the genetic age) 4. Electronic reproduction (how information is reassembled in techniques of transcription, simulation, computation). Examining intersections and disruptions of these genres of reproduction, we seek to map relations among our social, biological, and electronic lives.",mit_ocw,d8e099b3c04e0d2c52c253c58bcfb9a9+STS.350,Science Technology And Society,"[""STS""]","[""History"", ""Sociology"", ""Social Science"", ""Philosophy"", ""Humanities"", ""History of Science and Technology""]",http://ocw.mit.edu/courses/science-technology-and-society/sts-350-social-study-of-science-and-technology-spring-2004,Graduate,,
Great Power Military Intervention,"This course examines systematically, and comparatively, great and middle power military interventions, and candidate military interventions, into civil wars from the 1990s to the present. These civil wars did not easily fit into the traditional category of vital interest. These interventions may therefore tell us something about broad trends in international politics including the nature of unipolarity, the erosion of sovereignty, the security implications of globalization, and the nature of modern western military power.",mit_ocw,803a284b298033e0be131103777705a4+17.478,Political Science,"[""17""]","[""Political Science"", ""International Relations"", ""Social Science""]",http://ocw.mit.edu/courses/political-science/17-478-great-power-military-intervention-fall-2013,Graduate,,
Multidisciplinary System Design Optimization,"There is need for a rigorous, quantitative multidisciplinary design methodology that works with the non-quantitative and creative side of the design process in engineering systems. The goal of multidisciplinary systems design optimization is to create advanced and complex engineering systems that must be competitive not only in terms of performance, but also in terms of life-cycle value. The objective of the course is to present tools and methodologies for performing system optimization in a multidisciplinary design context. Focus will be equally strong on all three aspects of the problem: (i) the multidisciplinary character of engineering systems, (ii) design of these complex systems, and (iii) tools for optimization.",mit_ocw,9379fd3852cf359908475b87322f8ef0+IDS.338J,Institute For Data Systems And Society,"[""IDS"", ""16""]","[""Systems Design"", ""Business"", ""Project Management"", ""Systems Engineering"", ""Engineering"", ""Systems Optimization""]",http://ocw.mit.edu/courses/institute-for-data-systems-and-society/ids-338j-multidisciplinary-system-design-optimization-spring-2010,Graduate,cloud_devops,
Modern Poetry,"This course considers some of the substantial early twentieth-century poetic voices in America. Authors vary, but may include Moore, Frost, Eliot, Stevens, and Pound. We'll read the major poems by the most important poets in English in the 20th century, emphazinig especially the period between post-WWI disillusionment and early WW II internationalism (ca. 1918-1940). Our special focus this term will be how the concept of ""the Image"" evolved during this period. The War had undercut beliefs in master-narratives of nationalism and empire, and the language-systems that supported them (religious transcendence, rationalism and formalism). Retrieving energies from the Symbolist movements of the preceding century, early 20th century poets began to rethink how images carry information, and in what ways the visual, visionary, and verbal image can take the place of transcendent beliefs. New theories of linguistics and anthropology helped to advance this interest in the artistic/religious image. So did Freud. So did Charlie Chaplin films. We'll read poems that pay attention both to this disillusionment and to the compensatory joyous attention to the image: to ideas of the poet-as-language-priest, aesthetic-experience-as-displaced-religious impulse, to poetry as faith, ritual, and form.",mit_ocw,9559aaee37a0b7eea4760320591049d1+21L.487,Literature,"[""21L""]","[""Literature"", ""Humanities"", ""Poetry"", ""Criticism"", ""American Literature""]",http://ocw.mit.edu/courses/literature/21l-487-modern-poetry-spring-2002,Undergraduate,,
Economic Analysis for Business Decisions,"15.010 is the Sloan School's core subject in microeconomics, with sections for non-Sloan students labeled 15.011. Our objective is to give you a working knowledge of the analytical tools that bear most directly on the economic decisions firms must regularly make. We will emphasize market structure and industrial performance, including the strategic interaction of firms. We will examine the behavior of individual markets -- and the producers and consumers that sell and buy in those markets -- in some detail, focusing on cost analysis, the determinants of market demand, pricing strategy, market power, and the implications of government regulatory policies. We will also examine the implications of economics on other business practices, such as incentive plans, auctions, and transfer pricing.",mit_ocw,bc3e1c10e05390b40bddca6eb3348190+15.010,Sloan School Of Management,"[""15""]","[""Economics"", ""Operations Management"", ""Microeconomics"", ""Business"", ""Industrial Organization"", ""Social Science""]",http://ocw.mit.edu/courses/sloan-school-of-management/15-010-economic-analysis-for-business-decisions-fall-2004,Graduate,business,
Maneuvering and Control of Surface and Underwater Vehicles (13.49),"This course is about maneuvering motions of surface and underwater vehicles. Topics covered include: derivation of equations of motion, hydrodynamic coefficients, memory effects, linear and nonlinear forms of the equations of motion, control surfaces modeling and design, engine, propulsor, and transmission systems modeling and simulation during maneuvering. The course also deals with stability of motion, principles of multivariable automatic control, optimal control, Kalman filtering, and loop transfer recovery. We will also explore applications chosen from autopilots for surface vehicles; towing in open seas; and remotely operated vehicles. This course was originally offered in Course 13 (Department of Ocean Engineering) as 13.49. In 2005, ocean engineering subjects became part of Course 2 (Department of Mechanical Engineering), and this course was renumbered 2.154.",mit_ocw,04d4d81bf29ea0ff833c76d6868cbaad+2.154,Mechanical Engineering,"[""2""]","[""Mechanical Engineering"", ""Engineering"", ""Fluid Mechanics"", ""Systems Engineering"", ""Ocean Engineering"", ""Dynamics and Control"", ""Computational Modeling and Simulation"", ""Mechanical Design"", ""Hydrodynamics""]",http://ocw.mit.edu/courses/mechanical-engineering/2-154-maneuvering-and-control-of-surface-and-underwater-vehicles-13-49-fall-2004,Graduate,computer_science,
Game Theory for Managers,"This half-term course examines the choices that we make which affect others and the choices others make that affect us. Such situations are known as ""games"" and game-playing, while sounding whimsical, is serious business. Managers frequently play ""games"" both within the firm and outside it – with competitors, customers, regulators, and even capital markets! The goal of this course is to enhance a student's ability to think strategically in complex, interactive environments. Knowledge of game theory will give students an advantage in such strategic settings. The course is structured around three ""themes for acquiring advantage in games"": commitment / strategic moves, exploiting hidden information, and limited rationality.",mit_ocw,7ecf203a491750297118367984d73c83+15.040,Sloan School Of Management,"[""15""]","[""Social Science"", ""Management"", ""Game Theory"", ""Business"", ""Organizational Behavior""]",http://ocw.mit.edu/courses/sloan-school-of-management/15-040-game-theory-for-managers-spring-2004,Graduate,business,
Solid-State Circuits,"6.301 is a course in analog circuit analysis and design. We cover the tools and methods necessary for the creative design of useful circuits using active devices. The class stresses insight and intuition, applied to the design of transistor circuits and the estimation of their performance. We concentrate on circuits using the bipolar junction transistor, but the techniques that we study can be equally applied to circuits using JFETs, MOSFETs, MESFETs, future exotic devices, or even vacuum tubes.",mit_ocw,e53e549685eb90d3510ac6322659252b+6.301,Electrical Engineering And Computer Science,"[""6""]","[""Electrical Engineering"", ""Engineering"", ""Electronics""]",http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-301-solid-state-circuits-fall-2010,Graduate,computer_science,
D-Lab: Medical Technologies for the Developing World,"D-Lab Health provides a multidisciplinary approach to global health technology design via guest lectures and a major project based on fieldwork. We will explore the current state of global health challenges and learn how to design medical technologies that address those problems. Students may travel to Nicaragua during spring break to work with health professionals, using medical technology design kits to gain field experience for their device challenge. As a final class deliverable, you will create a product design solution to address challenges observed in the field. The resulting designs are prototyped in the summer for continued evaluation and testing.",mit_ocw,8e89306cbdf6da17971af829ae288663+EC.710,Edgerton Center,"[""EC""]","[""Society"", ""Public Health"", ""Health and Medicine"", ""Biomedicine"", ""The Developing World""]",http://ocw.mit.edu/courses/edgerton-center/ec-710-d-lab-medical-technologies-for-the-developing-world-spring-2010,Undergraduate,,
